step	elapsed_s	loss	grad_norm	mem_gib	token_acc	lr	tokens_this_step	tokens_per_gpu_per_sec	train_speed_s_per_it
266	493.0	1.08349609	8.875	70.79	0.69076305	1e-05	1222	329.7	1.853024
267	495.0	0.86425781	50.0	70.79	0.73790323	9.99e-06	9190	2478.7	1.85377
268	496.0	1.64648438	13.5	70.79	0.61449647	9.99e-06	1223	330.5	1.850061
269	498.0	1.73828125	7.25	70.79	0.58990468	9.99e-06	1167	315.4	1.84999
270	501.0	1.23632812	4.46875	70.79	0.66119675	9.99e-06	2938	791.9	1.855088
271	502.0	1.43798828	7.65625	70.79	0.61170929	9.99e-06	3342	902.2	1.852179
272	505.0	0.97387695	4.28125	70.79	0.71639042	9.99e-06	632	170.2	1.856689
273	506.0	0.97460938	10.25	70.79	0.71016949	9.99e-06	1739	469.1	1.853383
274	509.0	1.8036499	376.0	70.79	0.56883298	9.99e-06	1179	317.6	1.85618
275	513.0	1.07519531	5.0625	70.79	0.71019892	9.99e-06	2506	672.3	1.863694
276	515.0	0.99536133	32.75	70.79	0.73441163	9.99e-06	2746	735.8	1.866106
277	518.0	1.37353516	10.4375	70.79	0.66092715	9.99e-06	752	201.1	1.869878
278	519.0	0.76171875	4.65625	70.79	0.77820823	9.99e-06	1248	334.3	1.86666
279	520.0	1.10986328	7.46875	70.79	0.69311798	9.99e-06	547	146.7	1.863771
280	521.0	1.07275391	5.625	70.79	0.69146184	9.99e-06	4373	1174.7	1.861374
281	524.0	1.2845459	6.625	70.79	0.64322004	9.99e-06	1301	348.7	1.865462
282	526.0	1.87536621	12.5	70.79	0.55951077	9.99e-06	8155	2185.7	1.865533
283	527.0	1.04150391	12.875	70.79	0.70127953	9.99e-06	2553	685.4	1.862405
284	528.0	0.87402344	5.53125	70.79	0.76305684	9.99e-06	1051	282.7	1.859148
285	529.0	0.99438477	11.4375	70.79	0.70729537	9.99e-06	1067	287.3	1.857176
286	531.0	1.59179688	7.96875	70.79	0.63360981	9.99e-06	905	243.6	1.857505
287	533.0	1.65649414	7.03125	70.79	0.59513547	9.99e-06	1246	335.7	1.85577
288	534.0	1.63745117	5.875	70.79	0.61828051	9.99e-06	6226	1678.3	1.854826
289	536.0	2.26855469	10.5	70.79	0.55555556	9.98e-06	765	206.4	1.852947
290	537.0	1.00195312	15.4375	70.79	0.72364381	9.98e-06	2430	655.8	1.852587
291	540.0	1.1640625	4.78125	70.79	0.70059625	9.98e-06	2104	567.2	1.854711
292	542.0	1.62451172	9344.0	70.79	0.65669291	9.98e-06	4586	1235.6	1.855795
293	543.0	1.06933594	6.9375	70.79	0.6875	9.98e-06	686	185.0	1.854003
294	545.0	1.87475586	5.625	70.79	0.5615308	9.98e-06	593	160.0	1.853572
295	546.0	1.06420898	7.1875	70.79	0.6852459	9.98e-06	1450	391.7	1.850802
296	547.0	1.05493164	63.25	70.79	0.75288684	9.98e-06	1752	474.1	1.847576
297	548.0	1.63879395	5.25	70.79	0.61084086	9.98e-06	962	260.7	1.844956
298	551.0	1.49249268	22.25	70.79	0.62601443	9.98e-06	11443	3097.1	1.847356
299	553.0	0.82495117	18.375	70.79	0.74971031	9.98e-06	1158	313.0	1.849573
300	554.0	0.89746094	7.65625	70.79	0.73823884	9.98e-06	1988	538.3	1.846482
